v403,v519/102
v515,v124/273
v571,v191/173
v446,v324/414
v368,v611/461
v233,v27/283
v74,v155/338
v278,v504/470
v371,v1/153
v402,v247/16
v543,v483/99
v533,v279/147
v468,v245/295
v83,v144/22
v252,v497/292
v429,v97/487
v333,v58/103
v330,v225/70
v617,v500/322
v321,v570/39
v340,v431/304
v259,v529/279
v413,v464/392
v182,v308/379
v434,v59/54
v474,v272/83
v53,v39/175
v223,v17/299
v476,v594/130
v351,v77/265
v195,v359/74
v504,v451/103
v477,v374/124
v481,v291/31
v309,v157/137
v573,v211/135
v595,v321/301
v95,v566/61
v188,v380/59
v165,v187/101
v262,v158/49
v365,v249/437
v142,v117/97
v261,v291/154
v29,v545/65
v333,v337/70
v407,v128/198
v60,v417/160
v525,v92/45
v497,v353/71
v601,v537/173
v324,v60/460
v178,v221/414
v531,v345/125
v313,v32/83
v376,v127/460
v52,v198/269
v484,v265/329
v511,v589/361
v503,v345/375
v165,v60/332
v459,v123/491
v510,v595/1
v382,v619/274
v544,v535/422
v345,v341/200
v73,v179/294
v274,v476/334
v76,v388/465
v354,v97/474
v603,v168/160
v258,v561/161
v108,v540/62
v150,v136/409
v23,v482/22
v419,v114/243
v319,v585/410
v62,v514/357
v173,v6/357
v177,v461/482
v514,v508/434
v123,v430/34
v439,v29/269
v549,v581/102
v524,v454/295
v168,v531/240
v124,v193/294
v561,v357/260
v397,v433/381
v372,v369/456
v5,v397/349
v75,v589/117
v44,v365/443
v553,v564/391
v390,v346/326
v215,v130/383
v307,v314/246
v86,v136/389
v30,v364/183
v363,v334/426
v264,v48/86
v433,v283/358
v200,v459/336
v426,v79/169
v559,v604/409
v507,v354/175
v602,v55/352
v346,v490/179
v393,v354/287
v48,v406/56
v395,v460/74
v317,v457/451
v599,v324/30
v450,v588/463
v15,v623/140
v330,v168/332
v623,v466/468
v276,v560/102
v524,v23/204
v170,v290/257
v563,v295/111
v85,v397/490
v409,v427/407
v335,v180/98
v409,v622/260
v560,v268/219
v51,v589/246
v59,v582/399
v51,v40/496
v413,v561/241
v0,v144/241
v543,v342/322
v217,v507/62
v73,v353/129
v404,v43/308
v584,v445/139
v386,v66/428
v462,v70/41
v234,v267/474
v344,v46/492
v398,v354/234
v72,v306/51
v576,v142/471
v531,v186/421
v45,v129/215
v475,v395/237
v98,v407/284
v517,v563/352
v425,v549/253
v517,v219/355
v454,v9/323
v273,v187/233
v589,v61/459
v78,v377/370
v122,v7/19
v72,v404/358
v474,v510/282
v469,v355/316
v364,v76/140
v112,v602/357
v175,v394/59
v277,v47/462
v287,v169/96
v19,v231/105
v551,v242/163
v426,v189/144
v370,v212/296
v133,v549/251
v324,v286/296
v57,v557/404
v22,v250/412
v448,v548/28
v509,v377/466
v374,v461/206
v19,v260/247
v40,v59/408
v326,v340/379
v549,v40/295
v211,v559/411
v539,v433/442
v548,v507/177
v206,v539/394
v214,v485/459
v427,v588/2
v393,v108/295
v283,v373/425
v401,v566/394
v106,v77/253
v539,v299/460
v490,v3/322
v358,v456/396
v164,v447/254
v126,v140/63
v33,v554/230
v398,v620/180
v605,v496/229
v201,v158/105
v3,v572/256
v463,v132/331
v526,v582/142
v623,v507/31
v77,v99/99
v368,v370/306
v449,v272/24
v343,v447/407
v507,v219/204
v487,v504/54
v408,v149/232
v38,v6/488
v496,v110/144
v10,v84/265
v484,v506/47
v529,v194/216
v389,v472/243
v215,v46/153
v454,v131/57
v179,v497/286
v364,v356/223
v597,v131/418
v124,v192/371
v347,v452/477
v610,v86/92
v48,v206/213
v128,v127/220
v163,v549/149
v107,v394/351
v249,v423/198
v468,v65/205
v281,v129/412
v325,v449/347
v500,v563/41
v158,v469/156
v269,v539/193
v540,v394/330
v136,v264/9
v17,v219/361
v354,v332/95
v534,v87/102
v200,v248/401
v127,v154/494
v607,v196/12
v34,v254/163
v378,v30/42
v207,v171/259
v299,v279/143
v586,v614/168
v461,v218/204
v343,v606/355
v546,v315/471
v365,v553/23
v496,v581/496
v587,v393/278
v523,v399/454
v282,v350/336
v194,v30/197
v398,v75/189
v35,v219/354
v277,v298/317
v226,v212/63
v324,v97/415
v450,v241/370
v553,v463/428
v458,v237/433
v105,v158/70
v35,v122/421
v317,v403/63
v447,v350/478
v209,v159/221
v413,v211/332
v330,v495/119
v439,v519/397
v338,v53/91
v510,v257/389
v233,v433/471
v104,v150/82
v354,v22/136
v481,v135/161
v562,v358/388
v391,v106/28
v396,v350/298
v573,v111/42
v382,v116/394
v161,v470/209
v425,v486/276
v550,v443/35
v156,v197/43
v218,v471/223
v65,v586/319
v205,v83/156
v522,v244/359
v301,v534/471
v175,v362/253
v203,v615/215
v397,v229/121
v266,v614/7
v81,v401/32
v62,v0/370
v469,v315/200
v399,v579/195
v299,v174/183
v207,v224/284
v19,v374/147
v548,v42/384
v98,v220/240
v258,v238/41
v39,v78/216
v55,v288/211
v397,v64/284
v376,v553/482
v544,v324/158
v374,v415/433
v613,v601/175
v534,v539/61
v531,v104/216
v560,v316/282
v470,v483/273
v121,v40/421
v104,v82/324
v331,v475/391
v477,v598/368
v358,v242/412
v144,v205/32
v405,v367/87
v427,v204/129
v546,v319/472
v405,v276/243
v234,v610/116
v338,v623/280
v164,v359/182
v98,v432/116
v403,v229/217
v149,v473/153
v426,v109/73
v610,v101/352
v60,v217/262
v397,v224/443
v185,v474/260
v580,v370/461
v33,v276/364
v390,v49/326
v239,v90/293
v156,v358/287
v328,v562/281
v457,v531/290
v95,v247/254
v119,v204/338
v512,v547/98
v360,v225/103
v454,v36/118
v550,v534/137
v596,v443/440
v193,v499/116
v289,v485/92
v525,v38/37
v305,v462/212
v111,v158/14
v121,v5/207
v253,v369/499
v400,v282/381
v180,v602/451
v185,v338/49
v115,v159/433
v29,v97/210
v381,v435/386
v33,v227/461
v58,v331/313
v201,v149/298
v231,v32/194
v141,v600/401
v47,v145/292
v570,v204/340
v442,v540/404
v560,v567/69
v98,v7/339
v269,v546/261
v318,v187/462
v37,v517/215
v149,v378/347
v71,v564/254
v100,v433/84
v8,v229/317
v372,v591/466
v274,v617/122
v215,v100/440
v382,v157/242
v115,v211/138
v367,v338/146
v538,v102/72
v330,v305/39
v354,v65/401
v203,v502/362
v84,v455/250
v184,v429/333
v148,v4/166
v350,v460/426
v24,v276/86
v149,v278/128
v202,v352/49
v398,v473/52
v578,v212/195
v274,v1/299
v556,v302/161
v604,v295/215
v207,v274/54
v561,v370/156
v435,v517/458
v219,v409/124
v50,v482/102
v507,v132/285
v143,v517/244
v16,v274/255
v243,v152/316
v539,v421/143
v372,v396/486
v100,v545/35
v605,v483/307
v581,v396/375
v532,v89/460
v588,v462/307
v393,v451/489
v322,v503/262
v312,v288/276
v297,v278/337
v512,v317/453
v155,v191/467
v475,v31/67
v124,v213/76
v224,v524/111
v84,v120/373
v383,v260/97
v235,v360/407
v484,v218/281
v74,v81/40
v58,v46/54
v570,v296/91
v374,v103/360
v123,v568/96
v74,v8/483
v604,v44/224
v126,v214/144
v118,v240/416
v315,v448/261
v195,v207/237
v44,v498/25
v587,v158/271
v343,v258/317
v352,v101/168
v613,v45/471
v211,v517/266
v372,v53/311
v375,v242/421
v388,v53/366
v255,v391/367
v469,v113/362
v154,v227/401
v621,v447/208
v595,v491/71
v360,v45/202
v249,v303/403
v418,v585/91
v115,v165/297
v623,v483/81
v532,v335/21
v500,v413/423
v513,v342/93
v79,v303/30
v81,v189/30
v245,v428/27
v518,v448/193
v610,v284/158
v45,v570/418
v577,v532/374
v306,v506/167
v48,v587/327
v505,v91/37
v164,v52/315
v69,v151/79
v545,v497/39
v556,v79/2
v267,v196/301
v462,v478/321
v129,v131/88
v574,v364/225
v47,v224/355
v476,v292/64
v578,v586/125
v612,v435/299
v463,v508/315
v570,v290/485
v482,v592/453
v78,v548/188
v380,v550/127
v152,v578/49
v14,v321/312
v467,v261/499
v386,v418/28
v279,v227/59
v446,v371/297
v521,v344/123
v327,v13/212
v472,v249/283
v560,v603/200
v418,v610/430
v180,v245/26
v107,v58/349
v23,v128/355
v417,v18/281
v18,v546/236
v191,v296/80
v123,v420/193
v621,v122/181
v601,v529/470
v515,v31/229
v286,v221/293
v107,v283/215
v616,v253/257
v273,v572/106
v47,v539/51
v203,v114/328
v452,v86/274
v224,v182/131
v476,v333/146
v386,v306/76
v394,v138/406
v528,v383/340
v507,v227/492
v422,v111/175
v594,v507/134
v496,v165/23
v185,v494/443
v27,v148/393
v169,v215/418
v14,v116/232
v35,v256/17
v526,v231/6
v240,v569/44
v409,v5/478
v368,v339/179
v504,v120/38
v108,v369/165
v38,v231/100
v376,v476/86
v177,v120/30
v483,v274/369
v273,v189/465
v80,v588/343
v360,v154/179
v572,v299/267
v13,v461/459
v112,v193/324
v300,v130/417
v120,v70/439
v234,v72/425
v142,v309/317
v277,v559/162
v266,v617/71
v159,v606/320
v438,v272/64
v534,v412/53
v339,v329/423
v504,v327/104
v60,v180/332
v457,v196/106
v261,v55/370
v302,v254/203
v195,v68/400
v280,v430/432
v553,v392/305
v559,v74/230
v560,v370/86
v312,v22/337
v535,v591/494
v403,v435/443
v221,v183/259
v185,v162/220
v287,v579/86
v531,v526/379
v333,v439/249
v233,v601/355
v407,v216/404
v582,v492/143
v611,v382/184
v519,v13/230
v498,v264/159
v367,v99/236
v552,v266/149
v534,v562/186
v516,v593/93
v516,v111/51
v437,v487/348
v464,v578/449
v197,v323/385
v467,v344/22
v187,v305/201
v310,v601/472
v285,v559/298
v126,v44/55
v55,v572/327
v340,v415/151
v388,v373/80
v620,v18/448
v219,v296/391
v89,v591/310
v58,v351/177
v59,v459/10
v445,v175/302
v218,v304/127
v251,v566/355
v591,v390/189
v489,v10/46
v365,v188/329
v437,v330/356
v92,v154/376
v206,v455/259
v448,v43/190
v10,v124/223
v488,v213/70
v305,v21/220
v478,v585/149
v93,v528/497
v275,v107/436
v15,v334/480
v361,v603/470
v529,v60/185
v478,v157/359
v588,v422/254
v332,v610/87
v91,v52/226
v155,v28/53
v141,v192/95
v309,v602/284
v206,v49/309
v532,v374/314
v82,v15/347
v160,v432/343
v195,v518/474
v112,v305/443
v320,v539/391
v137,v118/465
v521,v165/183
v299,v361/464
v585,v500/162
v151,v611/364
v587,v613/497
v439,v109/490
v622,v451/315
v456,v368/263
v454,v102/39
v504,v212/30
v253,v473/398
v185,v218/64
v114,v65/309
v377,v273/11
v306,v128/174
v610,v13/101
v455,v31/62
v463,v320/389
v388,v267/493
v434,v303/236
v502,v333/175
v33,v325/185
v610,v372/436
v101,v536/254
v570,v478/152
v343,v246/383
v579,v477/153
v621,v571/158
v247,v179/306
v188,v168/236
v410,v140/215
v360,v75/434
v586,v40/65
v382,v105/34
v82,v391/417
v278,v532/366
v268,v308/98
v573,v269/176
v453,v208/434
v509,v472/29
v255,v513/2
v338,v212/454
v10,v136/290
v506,v82/137
v89,v563/150
v480,v445/323
v16,v17/125
v80,v96/82
v115,v267/256
v33,v93/262
v301,v515/57
v67,v285/207
v40,v162/428
v196,v251/283
v507,v126/8
v214,v579/300
v7,v456/311
v379,v321/198
v48,v163/70
v561,v513/325
v13,v101/291
v218,v104/100
v341,v429/280
v605,v278/198
v8,v401/406
v477,v607/398
v205,v311/127
v209,v62/478
v137,v241/376
v345,v553/273
v453,v616/121
v603,v297/249
v197,v538/433
v2,v352/153
v291,v574/32
v164,v296/424
v208,v385/221
v220,v587/323
v377,v258/69
v176,v120/309
v366,v395/433
v229,v367/346
v560,v96/396
v458,v263/426
v309,v354/37
v326,v580/148
v120,v467/450
v396,v125/77
v365,v577/8
v14,v166/43
v420,v368/9
v70,v416/387
v139,v259/409
v100,v442/380
v188,v526/282
v481,v382/382
v302,v135/86
v305,v370/269
v247,v277/162
v453,v298/365
v88,v399/130
v190,v607/454
v432,v7/447
v535,v594/12
v119,v400/38
v270,v150/294
v13,v12/285
v363,v522/463
v22,v556/113
v450,v230/134
v182,v401/88
v345,v514/14
v563,v158/39
v335,v387/491
v152,v403/264
v581,v452/223
v173,v47/37
v600,v182/240
v132,v621/418
v88,v365/405
v71,v526/128
v219,v376/124
v362,v442/235
v138,v14/189
v394,v247/272
v49,v595/145
v54,v430/200
v70,v567/35
v400,v309/355
v322,v71/282
v578,v276/195
v570,v486/287
v254,v182/183
v345,v56/440
v515,v52/354
v551,v215/289
v379,v602/428
v32,v425/195
v202,v134/468
v323,v233/350
v594,v456/460
v438,v358/367
v515,v92/485
v411,v584/497
v21,v27/289
v191,v557/70
v579,v393/80
v341,v111/234
v57,v328/17
v572,v321/454
v281,v363/308
v489,v362/8
v345,v445/301
v570,v113/254
v150,v429/251
v251,v48/426
v536,v443/436
v566,v417/203
v560,v361/243
v358,v29/301
v3,v515/175
v362,v435/413
v441,v563/446
v163,v30/259
v397,v512/189
v604,v585/11
v509,v523/227
v418,v512/119
v381,v208/172
v598,v118/358
v486,v219/319
v390,v291/312
v472,v580/460
v564,v80/369
v0,v126/119
v542,v129/322
v131,v577/281
v208,v221/218
v71,v491/318
v134,v192/106
v77,v581/253
v78,v588/386
v84,v299/9
v322,v531/120
v311,v140/5
v315,v311/460
v240,v242/459
v30,v292/167
v582,v464/460
v63,v488/331
v361,v197/124
v105,v179/459
v25,v471/204
v141,v412/134
v407,v580/148
v248,v78/493
v506,v526/258
v257,v78/73
v517,v147/411
v404,v205/92
v237,v161/137
v81,v255/303
v547,v302/79
v486,v604/427
v272,v266/159
v373,v521/109
v536,v274/487
v622,v257/83
v387,v407/86
v413,v121/261
v165,v164/311
v544,v258/287
v371,v239/179
v460,v597/34
v584,v310/461
v612,v48/472
v593,v254/256
v422,v172/133
v310,v119/292
v163,v288/24
v413,v593/278
v596,v80/120
v317,v257/109
v229,v519/159
v541,v95/243
v470,v27/353
v349,v391/83
v418,v474/66
v400,v202/208
v235,v465/391
v340,v524/204
v38,v30/241
v152,v198/327
v474,v579/138
v386,v2/357
v461,v582/452
v400,v21/161
v539,v587/384
v277,v591/380
v343,v551/21
v294,v94/82
v501,v444/22
v336,v229/496
v172,v473/135
v132,v418/420
v595,v186/230
v469,v14/94
v434,v567/29
v587,v422/37
v373,v249/98
v290,v441/61
v96,v395/359
v38,v49/367
v43,v129/390
v126,v545/232
v332,v609/10
v238,v394/427
v70,v362/312
v318,v379/291
v467,v335/270
v621,v104/33
v11,v72/386
v62,v510/441
v158,v453/264
v508,v119/385
v24,v297/417
v194,v119/10
v188,v17/69
v215,v573/81
v610,v396/467
v153,v455/268
v124,v561/289
v11,v53/270
v278,v569/87
v326,v494/459
v499,v221/387
v309,v498/384
v213,v619/151
v403,v29/260
v541,v362/219
v433,v463/69
v461,v468/106
v435,v599/375
v600,v327/138
v173,v318/213
v481,v157/41
v32,v151/12
v106,v17/360
v250,v609/425
v440,v181/157
v576,v287/211
v100,v107/407
v553,v28/243
v229,v288/347
v402,v449/361
v119,v24/434
v402,v232/428
v48,v23/43
v602,v275/258
v270,v388/216
v132,v596/312
v394,v503/402
v561,v511/227
v487,v497/431
v566,v306/207
v26,v510/157
v617,v309/385
v299,v444/54
v141,v238/65
v261,v178/331
v326,v208/243
v591,v306/471
v21,v420/45
v602,v415/194
v449,v4/499
v280,v507/426
v151,v519/418
v183,v166/4
v534,v544/253
v479,v545/18
v221,v389/94
v286,v518/287
v545,v358/142
v347,v482/373
v519,v113/4
v597,v25/411
v541,v410/212
v319,v247/353
v413,v76/495
v56,v235/236
v2,v73/108
v402,v18/296
v398,v564/191
v243,v375/306
v526,v100/318
v431,v506/468
v312,v228/362
v439,v444/74
v127,v568/229
v33,v432/65
v612,v356/352
v522,v155/359
v45,v44/352
v52,v242/15
v20,v340/305
v416,v47/63
v357,v62/276
v116,v176/365
v184,v445/365
v78,v338/24
v458,v515/334
v62,v579/239
v178,v2/362
v324,v548/211
v471,v486/314
v333,v428/395
v4,v353/11
v319,v558/273
v318,v358/180
v180,v527/279
v46,v563/333
v251,v578/399
v333,v195/322
v323,v405/284
v112,v282/161
v120,v135/83
v509,v336/372
v516,v128/163
v266,v498/17
v517,v189/213
v59,v532/403
v312,v251/403
v354,v522/426
v119,v476/56
v223,v34/102
v207,v146/121
v328,v400/84
v252,v156/71
v354,v82/26
v94,v502/258
v419,v79/337
v73,v416/78
v393,v36/240
v98,v606/236
v587,v366/18
v491,v375/132
v59,v247/72
v261,v338/270
v233,v97/53
v91,v472/17
v406,v369/453
v401,v48/401
v556,v115/13
v151,v217/156
v593,v543/94
v27,v368/46
v211,v515/166
v294,v386/363
v389,v523/311
v344,v380/340
v434,v539/420
v43,v573/453
v214,v86/84
v427,v145/78
v404,v434/376
v461,v571/218
v444,v476/454
v281,v542/426
v514,v208/29
v172,v578/172
v279,v79/172
v116,v543/293
v414,v405/378
v619,v212/420
v75,v578/34
v434,v10/141
v95,v74/71
v497,v556/406
v447,v162/406
v471,v494/233
v163,v574/209
v391,v20/296
v203,v290/307
v319,v2/328
v20,v273/231
v182,v358/302
v218,v316/102
v170,v416/42
v608,v221/400
v362,v84/101
v283,v375/71
v463,v364/326
v33,v44/256
v500,v480/486
v437,v33/315
v565,v381/457
v26,v191/488
v174,v460/402
v389,v19/166
v295,v595/448
v293,v139/271
v223,v542/148
v416,v536/324
v554,v348/461
v122,v243/158
v287,v16/78
v74,v324/159
v230,v398/221
v178,v294/199
v69,v145/380
v111,v464/308
v399,v395/476
v321,v1/83
v242,v348/355
v161,v149/447
v388,v283/341
v604,v445/216
v197,v84/241
v153,v413/279
v99,v176/438
v400,v610/48
v586,v129/235
v99,v380/449
v134,v620/206
v205,v167/435
v504,v332/400
v612,v533/164
v13,v390/294
v319,v168/16
v382,v304/395
v505,v544/456
v514,v197/117
v240,v205/270
v447,v375/322
v284,v312/351
v540,v355/129
v113,v103/130
v405,v39/308
v561,v281/399
v161,v595/88
v529,v92/372
v156,v159/9
v454,v329/304
v163,v0/361
v480,v431/403
v343,v192/335
v440,v235/483
v40,v257/275
v431,v363/389
v118,v220/314
v401,v107/477
v84,v127/149
v108,v455/210
v540,v285/299
v323,v264/433
v313,v546/439
v581,v611/229
v164,v370/141
v10,v47/259
v485,v122/325
v269,v74/151
v407,v10/178
v275,v445/301
v490,v622/157
v121,v176/1
v347,v58/168
v496,v382/418
v456,v192/24
v196,v192/34
v325,v159/332
v36,v84/359
v76,v102/97
v393,v0/343
v352,v192/394
v312,v185/255
v417,v570/9
v63,v540/172
v217,v450/328
v42,v562/27
v423,v259/98
v419,v406/52
v235,v152/83
v225,v378/355
v187,v166/4
v206,v535/55
v306,v33/459
v311,v578/187
v377,v69/85
v592,v533/217
v23,v208/30
v128,v297/78
v416,v354/295
v54,v173/279
v186,v581/248
v337,v270/71
v519,v137/280
v130,v356/393
v608,v360/58
v380,v434/185
v7,v258/377
v535,v456/279
v271,v620/137
v308,v324/78
v380,v334/429
v232,v296/470
v453,v308/435
v212,v435/242
v531,v261/201
v84,v489/251
v504,v114/311
v562,v495/453
v230,v12/300
v272,v108/195
v94,v433/488
v335,v53/460
v513,v582/338
v34,v420/231
v158,v525/184
v583,v565/393
v311,v26/304
v528,v406/349
v192,v427/263
v498,v403/172
v468,v406/381
v583,v492/374
v62,v289/361
v317,v380/145
v40,v487/72
v103,v20/130
v358,v615/458
v290,v136/493
v45,v266/191
v475,v95/218
v202,v123/147
v518,v170/61
v272,v222/186
v565,v285/115
v232,v142/273
v356,v100/350
v393,v283/170
v471,v438/294
v232,v272/367
v606,v280/358
v241,v133/365
v206,v569/244
v558,v583/125
v355,v373/120
v67,v390/345
v197,v127/366
v566,v91/438
v109,v453/51
v186,v57/255
v26,v43/94
v497,v221/188
v233,v122/180
v482,v563/39
v206,v607/131
v256,v229/463
v412,v223/61
v41,v492/348
v113,v205/20
v96,v42/131
v311,v368/302
v443,v249/62
v593,v346/483
v256,v532/490
v478,v126/218
v355,v51/177
v21,v131/70
v305,v499/478
v101,v334/337
v422,v3/412
v43,v582/362
v32,v273/247
v537,v103/225
v456,v543/172
v75,v49/212
v541,v155/97
v345,v509/281
v143,v74/103
v2,v380/282
v297,v484/335
v325,v545/297
v385,v260/415
v508,v306/345
v394,v567/343
v58,v39/261
v531,v331/308
v420,v624/27
v228,v380/296
v314,v231/443
v621,v526/330
v272,v418/333
v81,v28/432
v190,v402/171
v432,v242/443
v114,v124/32
v574,v243/237
v180,v478/124
v40,v431/286
v253,v280/397
v284,v131/291
v507,v603/202
v101,v135/436
v380,v490/449
v98,v344/456
v12,v402/135
v569,v368/470
v130,v454/141
v366,v201/6
v131,v565/155
v288,v462/379
v577,v536/257
v300,v133/184
v254,v5/111
v581,v575/113
v538,v455/2
v523,v185/324
v350,v480/297
v523,v547/280
v261,v376/19
v100,v379/117
v424,v192/486
v44,v38/292
v163,v427/321
v58,v203/301
v154,v11/160
v405,v579/174
v101,v481/69
v144,v239/101
v90,v96/98
v151,v259/452
v486,v564/454
v235,v520/471
v523,v597/122
v615,v2/394
v191,v75/139
v248,v211/210
v63,v401/159
v105,v5/122
v429,v118/48
v276,v214/109
v223,v518/251
v120,v611/398
v61,v463/457
v5,v483/7
v106,v14/74
v186,v292/140
v548,v579/268
v4,v589/395
v397,v312/15
v252,v38/205
v143,v169/212
v400,v296/154
v265,v332/388
v302,v386/412
v58,v209/234
v173,v589/425
v1,v150/300
v456,v279/405
v494,v476/331
v475,v560/373
v221,v591/461
v145,v58/114
v563,v558/359
v476,v450/211
v336,v307/370
v119,v127/56
v289,v168/492
v98,v175/337
v98,v243/183
v443,v155/251
v471,v493/196
v213,v125/348
v586,v63/421
v189,v378/7
v461,v67/24
v361,v472/81
v299,v482/41
v256,v514/410
v154,v3/389
v85,v351/274
v395,v169/67
v620,v427/243
v601,v583/483
v191,v581/197
v30,v347/324
v220,v327/200
v249,v586/94
v193,v378/370
v372,v41/372
v582,v0/59
v82,v523/117
v160,v233/67
v133,v98/137
v52,v502/351
v317,v383/15
v77,v419/333
v621,v450/305
v572,v236/375
v51,v315/302
v426,v304/106
v572,v392/75
v453,v557/142
v158,v108/260
v487,v394/251
v547,v531/468
v164,v270/275
v428,v429/426
v513,v157/479
v606,v462/41
v489,v442/31
v555,v263/220
v54,v379/78
v107,v540/300
v429,v377/256
v189,v495/484
v534,v330/84
v305,v580/280
v48,v452/96
v404,v362/226
v365,v558/411
v104,v579/185
v32,v103/113
v11,v583/56
v505,v260/399
v384,v441/474
v247,v399/380
v460,v76/151
v451,v385/55
v176,v364/331
v153,v472/454
v301,v51/236
v577,v170/221
v562,v224/70
v260,v285/137
v115,v432/416
v525,v354/189
v497,v39/160
v43,v555/407
v409,v37/486
v45,v601/88
v278,v599/440
v226,v225/155
v423,v130/205
v110,v56/402
v503,v30/478
v618,v304/97
v535,v470/177
v268,v125/260
v191,v61/265
v466,v388/222
v61,v279/243
v256,v109/183
v297,v331/48
v20,v562/378
v178,v437/71
v61,v495/472
v28,v430/49
v581,v434/2
v28,v452/170
v392,v48/172
v278,v544/27
v618,v339/194
v340,v201/404
v258,v264/186
v447,v181/400
v536,v194/389
v450,v298/58
v374,v201/462
v252,v181/413
v112,v103/11
v43,v240/68
v453,v562/3
v557,v325/197
v521,v508/130
v234,v90/229
v346,v311/284
v386,v369/126
v256,v180/450
v612,v459/425
v87,v578/55
v596,v592/158
v213,v450/477
v55,v377/16
v591,v86/129
v513,v64/333
v612,v597/27
v35,v145/23
v252,v239/115
v420,v422/285
v515,v457/184
v108,v539/230
v294,v424/16
v58,v449/199
v375,v499/109
v166,v206/221
v23,v411/186
v197,v122/478
v305,v348/22
v25,v514/228
v224,v237/410
v536,v3/293
v621,v460/225
v491,v310/213
v284,v456/454
v371,v202/124
v527,v616/359
v60,v153/257
v572,v487/371
v129,v441/90
v90,v152/119
v310,v576/273
v485,v276/284
v499,v104/42
v235,v279/107
v379,v613/25
v400,v67/83
v231,v397/110
v484,v390/146
v66,v189/249
v338,v415/352
v304,v385/187
v397,v380/7
v275,v539/176
v171,v70/16
v566,v160/31
v384,v107/401
v99,v48/370
v403,v251/241
v225,v251/362
v555,v124/212
v476,v511/117
v289,v456/445
v13,v242/481
v402,v44/319
v425,v321/137
v527,v397/328
v472,v284/454
v245,v353/221
v275,v304/289
v428,v534/52
v526,v322/350
v146,v556/393
v535,v124/271
v474,v190/354
v180,v603/12
v341,v539/72
v128,v509/97
v79,v361/425
v547,v295/115
v400,v526/345
v27,v227/299
v488,v471/326
v326,v106/435
v62,v509/123
v254,v288/230
v584,v522/287
v487,v293/364
v510,v581/451
v321,v258/418
v465,v114/30
v423,v436/33
v548,v352/242
v162,v386/100
v273,v16/366
v85,v64/245
v215,v378/281
v452,v278/70
v586,v149/210
v455,v36/220
v191,v106/246
v54,v533/88
v499,v421/308
v500,v560/272
v352,v493/415
v61,v474/278
v147,v192/355
v558,v529/286
v89,v424/419
v19,v306/458
v86,v287/165
v98,v81/149
v191,v89/361
v452,v333/323
v211,v574/250
v136,v544/409
v468,v500/483
v182,v13/343
v75,v571/39
v538,v53/236
v532,v132/62
v65,v143/115
v287,v285/90
v98,v168/231
v380,v405/149
v233,v468/96
v171,v224/84
v159,v502/450
v155,v371/20
v229,v522/220
v519,v517/59
v111,v303/421
v267,v149/246
v589,v39/303
v188,v409/166
v325,v461/11
v370,v155/354
v431,v305/430
v518,v282/491
v225,v620/349
v558,v490/335
v2,v379/483
v340,v106/170
v133,v203/403
v171,v192/448
v29,v555/330
v236,v381/278
v25,v315/199
v513,v284/180
v549,v110/134
v565,v4/124
v512,v378/271
v598,v469/115
v459,v182/240
v563,v210/284
v429,v311/331
v402,v314/219
v589,v622/125
v447,v586/333
v418,v388/437
v489,v30/444
v99,v143/408
v383,v546/481
v196,v264/215
v17,v591/438
v378,v136/447
v502,v579/69
v593,v483/185
v306,v608/451
v475,v158/472
v144,v423/409
v78,v48/245
v290,v262/338
v246,v297/288
v243,v252/358
v274,v215/389
v347,v124/175
v188,v343/134
v23,v280/446
v262,v408/237
v612,v528/56
v445,v75/338
v58,v620/429
v389,v181/373
v251,v242/415
v522,v227/170
v381,v146/419
v243,v525/85
v406,v274/399
v493,v481/309
v312,v346/54
v576,v355/281
v501,v359/28
v343,v489/109
v507,v304/64
v204,v354/413
v561,v560/225
v271,v621/259
v137,v515/274
v391,v233/6
v85,v537/277
v372,v138/364
v566,v157/14
v521,v214/63
v431,v175/396
v581,v543/437
v498,v436/145
v370,v359/376
v191,v224/277
v39,v618/201
v344,v221/280
v490,v419/418
v548,v365/168
v450,v234/125
v322,v240/199
v428,v57/98
v580,v89/219
v511,v548/49
v478,v613/109
v345,v49/384
v86,v403/177
v332,v61/287
v74,v111/25
v32,v447/192
v305,v361/68
v392,v294/30
v237,v388/99
v129,v554/156
v4,v81/330
v287,v348/15
v508,v23/217
v443,v447/13
v199,v535/259
v261,v609/214
v26,v197/84
v462,v81/224
v543,v555/364
v520,v579/496
v502,v38/488
v583,v68/258
v372,v26/24
v556,v166/349
v606,v30/378
v232,v417/417
v475,v387/183
v615,v381/427
v394,v278/420
v261,v375/34
v581,v460/120
v156,v129/115
v477,v543/53
v145,v326/49
v499,v411/127
v360,v499/450
v493,v216/201
v526,v483/460
v28,v403/461
v370,v126/293
v376,v507/73
v409,v461/105
v46,v383/479
v153,v181/193
v333,v441/426
v427,v375/441
v518,v436/172
v562,v527/457
v100,v165/429
v377,v288/417
v213,v261/419
v579,v567/332
v487,v564/172
v207,v427/19
v502,v574/399
v313,v68/41
v261,v276/34
v223,v525/110
v571,v261/387
v588,v408/456
v275,v446/347
v212,v154/102
v550,v323/24
v420,v60/46
v244,v229/260
v206,v111/227
v550,v264/455
v134,v188/5
v177,v559/252
v509,v531/397
v530,v56/313
v556,v385/411
v567,v539/17
v519,v92/113
v584,v229/433
v100,v167/167
v249,v343/203
v8,v230/48
v112,v360/484
v48,v252/239
v616,v144/214
v8,v357/66
